,number,value,datetime_start,datetime_complete,duration,params_d_ff,params_d_model,params_decomp_method,params_down_sampling_layers,params_down_sampling_window,params_dropout,params_e_layers,params_learning_rate,params_moving_avg,params_top_k,user_attrs_pruned,user_attrs_training_time,state
63,63,0.2839773066443328,2025-01-29 15:47:16.736509,2025-01-29 16:01:17.807700,0 days 00:14:01.071191,16,16,dft_decomp,1,2,0.1,2,0.0015114919223898978,15,3,,840.9658212661743,COMPLETE
64,64,0.28926752027512703,2025-01-29 16:01:17.808341,2025-01-29 16:16:09.524637,0 days 00:14:51.716296,64,16,dft_decomp,1,3,0.2,2,0.0012061236858231295,13,2,,891.5917446613312,COMPLETE
65,65,0.29549677683077924,2025-01-29 16:03:58.629378,2025-01-29 16:10:36.885529,0 days 00:06:38.256151,96,32,dft_decomp,1,2,0.1,1,0.00040001820095576383,13,2,,398.1117744445801,COMPLETE
66,66,0.26982789540882907,2025-01-29 16:10:36.886209,2025-01-29 16:35:36.736827,0 days 00:24:59.850618,16,32,dft_decomp,1,4,0.5,3,0.0003533769913527874,17,2,,1499.6952731609344,COMPLETE
67,67,0.27598477296757706,2025-01-29 16:16:09.525332,2025-01-29 16:29:30.259728,0 days 00:13:20.734396,16,16,dft_decomp,1,2,0.30000000000000004,2,0.0006036815883881643,17,3,,800.6284830570221,COMPLETE
68,68,0.2760606382062479,2025-01-29 16:29:30.260328,2025-01-29 16:52:43.741365,0 days 00:23:13.481037,32,16,moving_avg,1,2,0.2,2,0.001264935712304049,17,1,,1393.3820774555206,COMPLETE
69,69,0.2658257505264825,2025-01-29 16:35:36.737571,2025-01-29 17:13:19.967382,0 days 00:37:43.229811,16,32,dft_decomp,1,4,0.4,3,0.0004618237175422547,19,3,,2263.0777060985565,COMPLETE
70,70,0.26581507026967927,2025-01-29 16:52:43.742094,2025-01-29 17:23:04.866391,0 days 00:30:21.124297,32,32,dft_decomp,1,4,0.4,3,0.00012041830956947358,21,2,,1820.9651091098785,COMPLETE
71,71,0.2932613678559463,2025-01-29 17:13:19.967954,2025-01-29 17:41:24.879485,0 days 00:28:04.911531,16,32,dft_decomp,2,4,0.5,3,0.0003513686291072726,3,3,,1684.7572994232178,COMPLETE
72,72,0.2905004570123585,2025-01-29 17:23:04.866974,2025-01-29 17:38:57.661935,0 days 00:15:52.794961,16,16,dft_decomp,1,4,0.5,3,0.0006467931313976727,19,3,,952.6930158138275,COMPLETE
73,73,0.27357494811276367,2025-01-29 17:38:57.662508,2025-01-29 17:53:12.421623,0 days 00:14:14.759115,48,32,dft_decomp,1,4,0.2,3,0.0007880726829761067,19,4,,854.5865428447723,COMPLETE
74,74,0.28070522935055364,2025-01-29 17:41:24.880038,2025-01-29 17:58:42.369208,0 days 00:17:17.489170,48,16,dft_decomp,1,4,0.2,3,0.0001641583257942603,19,1,,1037.3590140342712,COMPLETE
75,75,0.25491108950162167,2025-01-29 17:53:12.422353,2025-01-29 18:15:59.087659,0 days 00:22:46.665306,16,48,dft_decomp,1,4,0.5,3,0.0004964932326713193,21,2,,1366.4711287021637,COMPLETE
76,76,0.3157899386296031,2025-01-29 17:58:42.369811,2025-01-29 18:13:33.537366,0 days 00:14:51.167555,64,48,moving_avg,1,4,0.1,3,0.0016940507880130946,21,5,,890.9730491638184,COMPLETE
77,77,0.26695077866562106,2025-01-29 18:13:33.538002,2025-01-29 18:45:24.030914,0 days 00:31:50.492912,16,48,dft_decomp,1,4,0.5,3,0.00022867192936698336,21,2,,1910.3018157482147,COMPLETE
78,78,0.2716664044499985,2025-01-29 18:15:59.088273,2025-01-29 18:32:08.628225,0 days 00:16:09.539952,16,48,dft_decomp,1,4,0.5,3,0.0007209982352841362,21,3,,969.3516795635223,COMPLETE
79,79,0.265973396037863,2025-01-29 18:32:08.628956,2025-01-29 18:48:11.209839,0 days 00:16:02.580883,48,48,dft_decomp,1,4,0.5,3,0.00032783219023488315,21,2,,962.3668413162231,COMPLETE
80,80,0.2847039295081746,2025-01-29 18:45:24.031564,2025-01-29 19:09:18.206286,0 days 00:23:54.174722,48,32,dft_decomp,1,4,0.5,3,0.00010134447309499434,19,2,,1433.9956860542297,COMPLETE
81,81,0.2632952234612917,2025-01-29 18:48:11.210698,2025-01-29 19:30:01.354613,0 days 00:41:50.143915,48,32,dft_decomp,1,4,0.5,3,0.0001136748207172741,19,2,,2509.97124004364,COMPLETE
82,82,0.26016551162979384,2025-01-29 19:09:18.207081,2025-01-29 19:34:20.603640,0 days 00:25:02.396559,96,64,dft_decomp,1,4,0.5,3,0.00018198328863807927,19,2,,1502.107718706131,COMPLETE
83,83,0.2692145962381474,2025-01-29 19:30:01.355389,2025-01-29 19:51:44.579763,0 days 00:21:43.224374,32,48,dft_decomp,1,4,0.4,3,0.0006927715071797035,19,1,,1303.0202491283417,COMPLETE
84,84,0.2826442793985448,2025-01-29 19:34:20.604302,2025-01-29 19:47:44.337771,0 days 00:13:23.733469,112,64,dft_decomp,1,4,0.5,3,0.00021931059689474358,19,2,,803.4402434825897,COMPLETE
85,85,0.27419407675118107,2025-01-29 19:47:44.338475,2025-01-29 20:12:12.937800,0 days 00:24:28.599325,16,64,dft_decomp,1,4,0.4,3,0.00020922478574572553,19,2,,1468.3639211654663,COMPLETE
86,86,0.27582602709877196,2025-01-29 19:51:44.580392,2025-01-29 20:10:36.786821,0 days 00:18:52.206429,48,64,dft_decomp,1,4,0.5,3,0.00017550673773848182,19,1,,1131.9569697380066,COMPLETE
87,87,0.27990063774107005,2025-01-29 20:10:36.787421,2025-01-29 20:22:45.293207,0 days 00:12:08.505786,96,48,moving_avg,1,4,0.5,3,0.00020273373895256307,19,2,,728.2784330844879,COMPLETE
88,88,0.25705771531846916,2025-01-29 20:12:12.938460,2025-01-29 20:55:40.249364,0 days 00:43:27.310904,16,48,dft_decomp,1,4,0.5,3,0.00030854014001798483,19,1,,2607.1243669986725,COMPLETE
89,89,0.2911911053424891,2025-01-29 20:22:45.294162,2025-01-29 20:39:01.470224,0 days 00:16:16.176062,32,32,moving_avg,1,4,0.4,3,0.00014007491856036803,19,3,,976.0443940162659,COMPLETE
90,90,0.2685825033327862,2025-01-29 20:39:01.470817,2025-01-29 20:49:16.203201,0 days 00:10:14.732384,32,48,dft_decomp,1,4,0.5,3,0.0015961283162092784,21,1,,614.5360841751099,COMPLETE
91,91,0.38463738785667473,2025-01-29 20:49:16.203816,2025-01-29 20:55:01.920343,0 days 00:05:45.716527,32,48,dft_decomp,1,4,0.4,3,0.0059571930357106475,21,2,,345.5202884674072,COMPLETE
92,92,0.2716786000014136,2025-01-29 20:55:01.920911,2025-01-29 21:06:05.264728,0 days 00:11:03.343817,16,48,dft_decomp,1,4,0.30000000000000004,3,0.0008465420484355142,21,1,,663.1526758670807,COMPLETE
93,93,0.2859143809344431,2025-01-29 20:55:40.249958,2025-01-29 21:06:32.506707,0 days 00:10:52.256749,64,48,dft_decomp,1,4,0.5,2,0.0004636027921519122,21,3,,652.0767638683319,COMPLETE
94,94,0.27693393289343243,2025-01-29 21:06:05.265502,2025-01-29 21:23:39.098592,0 days 00:17:33.833090,64,48,dft_decomp,1,4,0.5,3,0.001838435578086353,21,1,,1053.6037287712097,COMPLETE
95,95,0.31233247554067795,2025-01-29 21:06:32.507499,2025-01-29 21:18:46.492483,0 days 00:12:13.984984,96,16,dft_decomp,1,4,0.5,3,0.0007047618120310044,21,2,,733.823061466217,COMPLETE
96,96,0.2622314907280331,2025-01-29 21:18:46.493077,2025-01-29 21:44:15.747241,0 days 00:25:29.254164,16,48,dft_decomp,1,4,0.5,3,0.002847588013104545,21,1,,1529.0537433624268,COMPLETE
97,97,0.29505915159022195,2025-01-29 21:23:39.099258,2025-01-29 21:39:32.992343,0 days 00:15:53.893085,64,64,dft_decomp,2,4,0.5,3,0.0005899959166926591,5,3,,953.618371963501,COMPLETE
98,98,0.33717920127056084,2025-01-29 21:39:32.993007,2025-01-29 22:16:33.716231,0 days 00:37:00.723224,48,48,dft_decomp,2,4,0.5,3,0.000282213164365929,1,1,,2220.5027327537537,COMPLETE
99,99,0.2727148996196109,2025-01-29 21:44:15.747951,2025-01-29 22:23:46.983747,0 days 00:39:31.235796,16,32,dft_decomp,1,4,0.4,3,0.00021739948313891468,19,4,,2371.086445093155,COMPLETE
100,100,0.35256815179079987,2025-01-29 22:16:33.716901,2025-01-29 22:22:54.331293,0 days 00:06:20.614392,16,32,dft_decomp,1,4,0.5,3,0.008179253057808101,19,1,,380.4704360961914,COMPLETE
101,101,0.2656409545091332,2025-01-29 22:22:54.331876,2025-01-29 22:56:40.535579,0 days 00:33:46.203703,16,48,dft_decomp,1,4,0.5,3,0.00020834416748151464,21,2,,2026.01482629776,COMPLETE
102,102,0.27164534650590116,2025-01-29 22:23:46.984473,2025-01-29 22:41:29.114899,0 days 00:17:42.130426,48,32,dft_decomp,1,3,0.30000000000000004,3,0.00018715438621052046,21,2,,1061.9535913467407,COMPLETE
103,103,0.2583972879442773,2025-01-29 22:41:29.115587,2025-01-29 22:58:13.997208,0 days 00:16:44.881621,16,64,dft_decomp,1,4,0.5,3,0.0009643599181685115,21,1,,1004.637365102768,COMPLETE
104,104,0.2730629038885191,2025-01-29 22:56:40.536238,2025-01-29 23:11:35.681299,0 days 00:14:55.145061,32,48,dft_decomp,1,4,0.4,2,0.00021054166184629157,21,2,,894.9802324771881,COMPLETE
105,105,0.2660891528602079,2025-01-29 22:58:13.997818,2025-01-29 23:16:24.375003,0 days 00:18:10.377185,16,64,dft_decomp,1,3,0.5,3,0.0007542108693512939,23,2,,1090.1339185237885,COMPLETE
106,106,0.26708384895085896,2025-01-29 23:11:35.681894,2025-01-29 23:28:01.196378,0 days 00:16:25.514484,80,64,dft_decomp,1,3,0.5,3,0.000281181692279131,23,4,,985.2403454780579,COMPLETE
107,107,0.2870813200340587,2025-01-29 23:16:24.375646,2025-01-29 23:38:52.808493,0 days 00:22:28.432847,80,64,dft_decomp,1,4,0.4,3,0.0003403960295293566,19,3,,1348.157133102417,COMPLETE
108,108,0.25179582236132597,2025-01-29 23:28:01.197055,2025-01-30 00:08:20.689411,0 days 00:40:19.492356,96,48,dft_decomp,1,4,0.4,3,0.0001229385209358772,17,1,,2419.2570383548737,COMPLETE
109,109,0.28845120179245565,2025-01-29 23:38:52.809140,2025-01-29 23:49:31.768910,0 days 00:10:38.959770,16,64,dft_decomp,1,4,0.5,3,0.0011758325779768649,17,1,,638.7259194850922,COMPLETE
110,110,0.27692657454827513,2025-01-29 23:49:31.769514,2025-01-29 23:58:41.760291,0 days 00:09:09.990777,80,48,dft_decomp,1,4,0.5,3,0.00031099161168623247,21,2,,549.7684955596924,COMPLETE
111,111,0.26151594998973887,2025-01-29 23:58:41.760940,2025-01-30 00:14:05.342315,0 days 00:15:23.581375,96,64,dft_decomp,1,4,0.30000000000000004,3,0.00020849973320113296,21,1,,923.3032741546631,COMPLETE
112,112,0.2818959689990363,2025-01-30 00:08:20.690052,2025-01-30 00:24:03.744792,0 days 00:15:43.054740,112,48,dft_decomp,1,4,0.4,2,0.00011565573058083609,17,2,,942.8535568714142,COMPLETE
113,113,0.2882508991192216,2025-01-30 00:14:05.342928,2025-01-30 00:22:10.007011,0 days 00:08:04.664083,80,64,dft_decomp,1,4,0.2,2,0.0002622001758749595,17,1,,484.45182514190674,COMPLETE
114,114,0.28243453408449554,2025-01-30 00:22:10.007573,2025-01-30 00:38:00.200166,0 days 00:15:50.192593,96,48,dft_decomp,1,4,0.4,3,0.00011812664098188415,17,2,,949.9575979709625,COMPLETE
115,115,0.29483704488498397,2025-01-30 00:24:03.745402,2025-01-30 00:33:29.525939,0 days 00:09:25.780537,96,64,dft_decomp,1,4,0.2,3,0.00015429925364886306,17,1,,565.5059163570404,COMPLETE
116,116,0.29688875187340624,2025-01-30 00:33:29.526571,2025-01-30 00:42:27.959068,0 days 00:08:58.432497,112,64,dft_decomp,1,3,0.30000000000000004,3,0.0002619923207898668,23,1,,538.1347665786743,COMPLETE
117,117,0.2754320118291776,2025-01-30 00:38:00.200727,2025-01-30 00:58:39.190039,0 days 00:20:38.989312,112,48,dft_decomp,1,4,0.4,3,0.00015963774527586827,21,1,,1238.7460770606995,COMPLETE
118,118,0.29006114134540073,2025-01-30 00:42:27.959801,2025-01-30 01:36:05.465825,0 days 00:53:37.506024,32,32,dft_decomp,2,4,0.2,3,0.00014854612211124985,3,3,,3217.3306500911713,COMPLETE
119,119,0.3010213138182644,2025-01-30 00:58:39.190670,2025-01-30 01:09:34.155726,0 days 00:10:54.965056,16,48,moving_avg,1,4,0.5,3,0.0006547724634517321,19,1,,654.8022067546844,COMPLETE
120,120,0.2884706509273592,2025-01-30 01:09:34.156346,2025-01-30 01:22:02.525170,0 days 00:12:28.368824,64,16,dft_decomp,1,4,0.4,3,0.00015277480162286149,21,3,,748.2255568504333,COMPLETE
121,121,0.26890047739626005,2025-01-30 01:22:02.525838,2025-01-30 02:01:56.206296,0 days 00:39:53.680458,16,32,dft_decomp,1,4,0.4,3,0.00016964492418907704,17,2,,2393.5305643081665,COMPLETE
122,122,0.27155130411674255,2025-01-30 01:36:05.466589,2025-01-30 02:11:12.210968,0 days 00:35:06.744379,16,48,dft_decomp,1,3,0.4,3,0.00011322148246645673,23,1,,2106.5322835445404,COMPLETE
123,123,0.2844811070005756,2025-01-30 02:01:56.206932,2025-01-30 02:16:09.210947,0 days 00:14:13.004015,48,32,dft_decomp,1,4,0.5,3,0.0002371087743175651,21,1,,852.8326399326324,COMPLETE
124,124,0.2910314836960368,2025-01-30 02:11:12.211738,2025-01-30 02:17:39.348754,0 days 00:06:27.137016,16,32,moving_avg,1,4,0.5,1,0.0032019748068138187,21,5,,387.03649377822876,COMPLETE
125,125,0.3233601183926268,2025-01-30 02:16:09.211534,2025-01-30 02:30:15.741148,0 days 00:14:06.529614,16,64,dft_decomp,2,4,0.5,3,0.0019983399995003636,5,2,,846.2713251113892,COMPLETE
126,126,0.29006704965300983,2025-01-30 02:17:39.349377,2025-01-30 02:33:39.675194,0 days 00:16:00.325817,80,64,dft_decomp,1,4,0.4,3,0.0002565553827086864,19,1,,960.0573663711548,COMPLETE
127,127,0.27852798575085846,2025-01-30 02:30:15.741745,2025-01-30 02:42:34.935884,0 days 00:12:19.194139,64,48,dft_decomp,1,4,0.30000000000000004,3,0.00018998544647387644,19,1,,738.9780628681183,COMPLETE
